Voice Name (Persona),Category,Script Text,FILENAME,Question Only,Answer Only,Stability,Similarity,Style
Morning Firecracker,Who Said It - Actor,"[sadly] Let's slow it down for this emotional momen!! [short pause] What actor heartbreakingly cried out... [crying] Wilso!! I'm sorry, Wilso!! [short pause] in Cast Away!! [long pause] Second time around, we're lookin' for the stranded actor who wept and yelled, [emotional] I'm sorry, Wilson!! [long pause] Last cal!! [short pause] What actor yelled, [crying] I'm sorry, Wilson!! [long pause] Check your cards for Tom Hank!! [short pause] That's Tom Hank!! [informative] The actual volleyball prop used in the movie eventually sold at auction for over three hundred thousand dollar!!",Tom_Hanks_ACTOR_FIRECRACKER,What actor heartbreakingly cried out Wilson I'm sorry Wilson in Cast Away?,Tom Hanks,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[energetic] Turn the volume up for this on!! [short pause] What actor roared the motivational line... [shouting] I'm not leavin!! The show goes o!! [short pause] in The Wolf of Wall Street!! [long pause] Second time around, we're lookin' for the actor playing Jordan Belfort who yelled, [loudly] I'm not leaving!! [long pause] Final time I'm askin' i!! [short pause] What actor yelled, [shouting] I'm not leaving!! [long pause] The answer we need is Leonardo DiCapri!! [short pause] That's Leonardo DiCapri!! [excited] The entire cast was genuinely shocked because they didn't know his character was going to sta!!",Leonardo_DiCaprio_ACTOR_FIRECRACKER,What actor roared the motivational line I'm not leaving The show goes on in The Wolf of Wall Street?,Leonardo DiCaprio,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[playful] Let's see who knows their Quentin Tarantino movie!! [short pause] What actor gleefully celebrated with the line... [happy] That's a bing!! Is that the way you say it? [short pause] in Inglourious Basterds!! [long pause] Second time around, we're lookin' for the actor playing Hans Landa who yelled, [excited] That's a bingo!! [long pause] Last warning, folk!! [short pause] What actor said, [happy] That's a bingo!! [long pause] Check those cards for Christoph Walt!! [short pause] That's Christoph Walt!! [chuckling] He won the Oscar for Best Supporting Actor for his incredible performanc!!",Christoph_Waltz_ACTOR_FIRECRACKER,What actor gleefully celebrated with the line That's a bingo Is that the way you say it in Inglourious Basterds?,Christoph Waltz,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[mysterious] Pay attention to this next on!! [short pause] What actor whispered the haunting final line... [whispering] I felt it. Perfect. I was perfect... [short pause] in Black Swan!! [long pause] Second time around, we're lookin' for the ballerina who said, [breathless] I was perfect!! [long pause] Final time on this on!! [short pause] What actor said, [whispering] I was perfect!! [long pause] The answer we're lookin' for is Natalie Portma!! [short pause] That's Natalie Portma!! [impressed] She trained extensively for months to perform many of her own incredibly difficult dance sequence!!",Natalie_Portman_ACTOR_FIRECRACKER,What actor whispered the haunting final line I felt it Perfect I was perfect in Black Swan?,Natalie Portman,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[sweetly] Let's get emotional with this beautiful quot!! [short pause] What actor delivered the affirming line... [softly] You is kind. You is smart. You is important... [short pause] in The Help!! [long pause] Second time around, we're lookin' for the actor playing Aibileen Clark who said, [warmly] You is kind. You is smart. You is important!! [long pause] Last cal!! [short pause] What actor said, [softly] You is kind. You is smart. You is important!! [long pause] You should be lookin' for Viola Davi!! [short pause] That's Viola Davi!! [informative] She received an Academy Award nomination for Best Actress for her brilliant performanc!!",Viola_Davis_ACTOR_FIRECRACKER,What actor delivered the affirming line You is kind You is smart You is important in The Help?,Viola Davis,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[romantic] This next quote took the internet completely by stor!! [short pause] What actor said the beautiful line... [emotional] In another life, I would have really liked just doing laundry and taxes with you... [short pause] in Everything Everywhere All At Once!! [long pause] Second time around, we're lookin' for the actor playing Waymond who said, [softly] I would have really liked just doing laundry and taxes with you!! [long pause] Final time I'm askin' i!! [short pause] What actor said, [emotional] I would have really liked just doing laundry and taxes with you!! [long pause] The answer we need is Ke Huy Qua!! [short pause] That's Ke Huy Qua!! [excited] It was his triumphant return to acting after a massive twenty-year hiatu!!",Ke_Huy_Quan_ACTOR_FIRECRACKER,What actor said the beautiful line In another life I would have really liked just doing laundry and taxes with you in Everything Everywhere All At Once?,Ke Huy Quan,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[fast] Let's speed things up for this dramatic quot!! [short pause] What actor aggressively stated... [snobby] If you guys were the inventors of Facebook, you'd have invented Facebook... [short pause] in The Social Network!! [long pause] Second time around, we're lookin' for the actor playing Mark Zuckerberg who said, [arrogant] you'd have invented Facebook!! [long pause] Last cal!! [short pause] What actor said, [snobby] you'd have invented Facebook!! [long pause] Check your cards for Jesse Eisenber!! [short pause] That's Jesse Eisenber!! [surprised] He actually did not have a Facebook account when he accepted the famous rol!!",Jesse_Eisenberg_ACTOR_FIRECRACKER,What actor aggressively stated If you guys were the inventors of Facebook you'd have invented Facebook in The Social Network?,Jesse Eisenberg,0.8,0.8,0
Morning Firecracker,Who Said It - Actor,"[intense] Let's see who knows their incredible true storie!! [short pause] What actor delivered the powerful speech stating... [loudly] And I work like a dog day and night, living off of coffee from a pot none of you wanna touc!! [short pause] in Hidden Figures!! [long pause] Second time around, we're lookin' for the actor who passionately shouted, [frustrated] living off of coffee from a pot none of you wanna touch!! [long pause] Final time on this on!! [short pause] What actor yelled, [loudly] living off of coffee from a pot none of you wanna touch!! [long pause] The answer we're lookin' for is Taraji P. Henso!! [short pause] That's Taraji P. Henso!! [informative] She portrayed brilliant mathematician Katherine Johnson, who helped send the first Americans into spac!!",Taraji_P_Henson_ACTOR_FIRECRACKER,What actor delivered the powerful speech stating And I work like a dog day and night living off of coffee from a pot none of you wanna touch in Hidden Figures?,Taraji P. Henson,0.8,0.8,0
Morning Firecracker,Animation Station,"[energetic] Pay attention to this next on!! [short pause] What fractured fairy tale gave us the quote, [annoyed] Ogres... are like... onions!! [long pause] Second time around, we're lookin' for what animated movie featured a grumpy swamp dweller explaining, [frustrated] Ogres... are like... onions!! [long pause] Last cal!! [short pause] What movie gave us the quote, [annoyed] Ogres... are like... onions!! [long pause] The answer we're lookin' for is Shre!! [short pause] That's Shre!! [chuckling] Mike Myers actually recorded all of his dialogue in a completely different voice before deciding to use his famous Scottish accen!!",Shrek_ANIMATION_FIRECRACKER,What fractured fairy tale gave us the quote Ogres are like onions?,Shrek,0.8,0.8,0
Morning Firecracker,Animation Station,"[excited] Alright, let's keep the trivia rollin!! [short pause] What underwater adventure featured a blue fish singing, [melodic] Just keep swimming... just keep swimming!! [long pause] Second time around, we're lookin' for what Pixar movie gave us the musical advice, [singing] Just keep swimming... just keep swimming!! [long pause] Final time on this on!! [short pause] What movie gave us the quote, [melodic] Just keep swimming... just keep swimming!! [long pause] Check your cards for Finding Nem!! [short pause] That's Finding Nem!! [happy] Ellen DeGeneres was specifically chosen for the role because she speaks so quickly on her talk sho!!",Finding_Nemo_ANIMATION_FIRECRACKER,What underwater adventure featured a blue fish singing Just keep swimming?,Finding Nemo,0.8,0.8,0
Morning Firecracker,Animation Station,"[intense] Turn the volume up for this on!! [short pause] What superhero comedy featured a frantic husband yelling, [shouting] WHERE... is my... SUPER SUIT!! [long pause] Second time around, we're lookin' for what Pixar movie gave us the hilarious demand, [loudly] WHERE... is my... SUPER SUIT!! [long pause] Last cal!! [short pause] What movie featured the quote, [shouting] WHERE... is my... SUPER SUIT!! [long pause] The answer we need is The Incredible!! [short pause] That's The Incredible!! [amazed] Samuel L. Jackson provided the voice for the ice-powered superhero Frozon!!",The_Incredibles_ANIMATION_FIRECRACKER,What superhero comedy featured a frantic husband yelling WHERE is my SUPER SUIT?,The Incredibles,0.8,0.8,0
Morning Firecracker,Animation Station,"[playful] Let's see who knows their supervillain!! [short pause] What comedy featured a little girl screaming, [excited] It's so fluffy... I'm gonna DIIIIE!! [long pause] Second time around, we're lookin' for what animated movie gave us the adorable reaction, [squealing] It's so fluffy... I'm gonna DIIIIE!! [long pause] Final time I'm askin' i!! [short pause] What movie gave us the quote, [excited] It's so fluffy... I'm gonna DIIIIE!! [long pause] You should be lookin' for Despicable M!! [short pause] That's Despicable M!! [laughing] That line was delivered when the character received a giant stuffed unicorn from a carnival gam!!",Despicable_Me_ANIMATION_FIRECRACKER,What comedy featured a little girl screaming It's so fluffy I'm gonna DIE?,Despicable Me,0.8,0.8,0
Morning Firecracker,Animation Station,"[sweetly] Let's slow it down for this heartwarming quote. [short pause] What wintery musical gave us the beautiful line, [softly] Some people... are worth melting for!! [long pause] Second time around, we're lookin' for what Disney hit featured a snowman saying, [warmly] Some people... are worth melting for!! [long pause] Last warning, folk!! [short pause] What movie gave us the quote, [softly] Some people... are worth melting for!! [long pause] Check those cards for Froze!! [short pause] That's Froze!! [informative] Josh Gad heavily improvised many of Olaf's funniest lines in the recording boot!!",Frozen_ANIMATION_FIRECRACKER,What wintery musical gave us the beautiful line Some people are worth melting for?,Frozen,0.8,0.8,0
Morning Firecracker,Animation Station,"[sassy] Let's see who catches this meta jok!! [short pause] What oceanic adventure featured a demigod joking, [snobby] If you wear a dress and have an animal sidekick... you're a princess!! [long pause] Second time around, we're lookin' for what movie gave us the self-aware Disney joke, [arrogant] If you wear a dress and have an animal sidekick... you're a princess!! [long pause] Last cal!! [short pause] What movie gave us the quote, [snobby] If you wear a dress and have an animal sidekick... you're a princess!! [long pause] The answer we're lookin' for is Moan!! [short pause] That's Moan!! [excited] Dwayne The Rock Johnson provided the voice for the shape-shifting demigod Mau!!",Moana_ANIMATION_FIRECRACKER,What oceanic adventure featured a demigod joking If you wear a dress and have an animal sidekick you're a princess?,Moana,0.8,0.8,0
Morning Firecracker,Animation Station,"[energetic] Keep those brains firing for this next quot!! [short pause] What magical family movie gave us the insanely catchy lyric, [singing] We don't talk about Bruno... no, no, no!! [long pause] Second time around, we're lookin' for what Disney hit featured the musical warning, [melodic] We don't talk about Bruno... no, no, no!! [long pause] Final time on this on!! [short pause] What movie gave us the quote, [singing] We don't talk about Bruno... no, no, no!! [long pause] Check your cards for Encant!! [short pause] That's Encant!! [amazed] That song became Disney's highest-charting hit in over twenty-six year!!",Encanto_ANIMATION_FIRECRACKER,What magical family movie gave us the insanely catchy lyric We don't talk about Bruno no no no?,Encanto,0.8,0.8,0
Morning Firecracker,Animation Station,"[smug] Pay attention to this sly quot!! [short pause] What animal-filled mystery featured a fox saying, [coolly] It's called a hustle... sweetheart!! [long pause] Second time around, we're lookin' for what Disney movie gave us the smug quote, [arrogant] It's called a hustle... sweetheart!! [long pause] Final time I'm askin' i!! [short pause] What movie gave us the quote, [coolly] It's called a hustle... sweetheart!! [long pause] You should be lookin' for Zootopi!! [short pause] That's Zootopi!! [happy] The animators actually studied real-life animal fur under microscopes to make the characters look realisti!!",Zootopia_ANIMATION_FIRECRACKER,What animal-filled mystery featured a fox saying It's called a hustle sweetheart?,Zootopia,0.8,0.8,0
Morning Firecracker,Animation Station,"[laughing] Alright, strap in for this hilarious musical momen!! [short pause] What massive video game adaptation featured a villain singing, [shouting] PEACHES... PEACHES... PEACHES... PEACHES... PEACHES!! [long pause] Second time around, we're lookin' for what movie gave us Bowser's hilarious piano ballad, [loudly] PEACHES... PEACHES... PEACHES... PEACHES... PEACHES!! [long pause] Last cal!! [short pause] What movie featured the song, [shouting] PEACHES... PEACHES... PEACHES... PEACHES... PEACHES!! [long pause] The answer we need is The Super Mario Bros. Movi!! [short pause] That's The Super Mario Bros. Movi!! [excited] Jack Black co-wrote that ridiculous song and it actually hit the Billboard Hot One Hundred char!!",The_Super_Mario_Bros_Movie_ANIMATION_FIRECRACKER,What massive video game adaptation featured a villain singing PEACHES PEACHES PEACHES PEACHES PEACHES?,The Super Mario Bros. Movie,0.8,0.8,0
Morning Firecracker,Animation Station,"[frantic] Let's see who knows the newest blockbuster!! [short pause] What record-breaking sequel featured a frantic new character asking, [panicked] I'm Anxiety... where can I put my stuff!! [long pause] Second time around, we're lookin' for what Pixar movie introduced a brand new emotion who asked, [nervous] I'm Anxiety... where can I put my stuff!! [long pause] Final time on this on!! [short pause] What movie gave us the quote, [panicked] I'm Anxiety... where can I put my stuff!! [long pause] Check those cards for Inside Out !! [short pause] That's Inside Out !! [informative] It completely smashed box office records to become the highest-grossing animated film of all tim!!",Inside_Out_2_ANIMATION_FIRECRACKER,What record-breaking sequel featured a frantic new character asking I'm Anxiety where can I put my stuff?,Inside Out 2,0.8,0.8,0
Morning Firecracker,By the Numbers,"[sassy] Let's see who knows the high school rule!! [short pause] In the comedy Mean Girls, on what specific day of the week do the Plastics wear pink!! [long pause] Second time around, we're lookin' for on what day of the week do they wear pink!! [long pause] Last cal!! [short pause] In Mean Girls, on what day of the week do they wear pink!! [long pause] The answer we're lookin' for is Wednesday!! [short pause] That's Wednesday!! [chuckling] October third is now officially celebrated worldwide as Mean Girls Day by fans on the interne!!",Wednesdays_NUMBERS_FIRECRACKER,In the comedy Mean Girls on what specific day of the week do the Plastics wear pink?,Wednesdays,0.8,0.8,0
Morning Firecracker,By the Numbers,"[laughing] Keep those brains firing for this ridiculous statisti!! [short pause] In Anchorman: The Legend of Ron Burgundy, what specific percentage of the time does Sex Panther cologne work every time!! [long pause] Second time around, we're lookin' for what percentage of the time does the cologne work every time!! [long pause] Final time on this on!! [short pause] In Anchorman, what percentage of the time does Sex Panther work every time!! [long pause] Check your cards for Sixt!! [short pause] That's Sixt!! [amazed] Paul Rudd's character proudly claims that the illegal cologne is made with bits of real panthe!!",Sixty_NUMBERS_FIRECRACKER,In Anchorman: The Legend of Ron Burgundy what specific percentage of the time does Sex Panther cologne work every time?,Sixty,0.8,0.8,0
Morning Firecracker,By the Numbers,"[creepy] Pay attention to this terrifying timelin!! [short pause] In the modern horror hit IT, exactly how many years pass before the evil clown returns to Derry!! [long pause] Second time around, we're lookin' for how many years does Pennywise hibernate!! [long pause] Last warning, folk!! [short pause] In the movie IT, how many years pass before the clown returns!! [long pause] You should be lookin' for Twenty-Seve!! [short pause] That's Twenty-Seve!! [thoughtful] Coincidentally, the modern remake of the film was released exactly twenty-seven years after the original television miniserie!!",Twenty_Seven_NUMBERS_FIRECRACKER,In the modern horror hit IT exactly how many years pass before the evil clown returns to Derry?,Twenty-Seven,0.8,0.8,0
Morning Firecracker,By the Numbers,"[sweetly] Let's slow it down for this emotional Marvel mat!! [short pause] In Avengers: Endgame, exactly how many thousand times does Morgan Stark tell her dad she loves him!! [long pause] Second time around, we're lookin' for how many thousand times does she love him!! [long pause] Final time I'm askin' i!! [short pause] In Avengers: Endgame, how many thousand times does she love him!! [long pause] The answer we need is Three Thousan!! [short pause] That's Three Thousan!! [happy] Robert Downey Junior has a massive tattoo of the Avengers logo to commemorate his time in the franchis!!",Three_Thousand_NUMBERS_FIRECRACKER,In Avengers: Endgame exactly how many thousand times does Morgan Stark tell her dad she loves him?,Three Thousand,0.8,0.8,0
Morning Firecracker,By the Numbers,"[mysterious] Alright, let's head to the futuristic dystopi!! [short pause] What specific year is featured in the title of the long-awaited Blade Runner sequel starring Ryan Gosling!! [long pause] Second time around, we're lookin' for what year is in the title of the Blade Runner sequel!! [long pause] Last cal!! [short pause] What year is in the title of the Blade Runner sequel!! [long pause] Check those cards for Twenty Forty-Nin!! [short pause] That's Twenty Forty-Nin!! [excited] The stunning visual effects in the movie earned it two Academy Award!!",Twenty_Forty_Nine_NUMBERS_FIRECRACKER,What specific year is featured in the title of the long-awaited Blade Runner sequel starring Ryan Gosling?,Twenty Forty-Nine,0.8,0.8,0
Morning Firecracker,By the Numbers,"[excited] Pay attention to this next on!! [short pause] In the hit two-thousand-and-four rom-com, what specific age does Jenna Rink suddenly transform into when she wishes to be flirty and thriving!! [long pause] Second time around, we're lookin' for how old does the teenager magically wish to be!! [long pause] Last cal!! [short pause] What age is flirty and thriving!! [long pause] The answer we're lookin' for is Thirt!! [short pause] That's Thirt!! [happy] Jennifer Garner's iconic thriller dance scene in that movie is still recreated by fans toda!!",Thirty_NUMBERS_FIRECRACKER,In the hit two-thousand-and-four rom-com what specific age does Jenna Rink suddenly transform into when she wishes to be flirty and thriving?,Thirty,0.8,0.8,0
Morning Firecracker,By the Numbers,"[energetic] Alright, let's keep the trivia rollin!! [short pause] In the underdog sports comedy Dodgeball, exactly how many D's of dodgeball are there, including dodge, duck, dip, and dive!! [long pause] Second time around, we're lookin' for how many D's make up the golden rules of the game!! [long pause] Final time on this on!! [short pause] How many D's of dodgeball are there!! [long pause] Check your cards for Fiv!! [short pause] That's Fiv!! [chuckling] Actor Rip Torn actually threw real wrenches at the cast during the hilarious training montag!!",Five_NUMBERS_FIRECRACKER,In the underdog sports comedy Dodgeball exactly how many D's of dodgeball are there including dodge duck dip and dive?,Five,0.8,0.8,0
Morning Firecracker,By the Numbers,"[playful] Let's see who knows their classic rom-com!! [short pause] In the classic Kate Hudson movie, exactly how many days does her character have to lose a guy!! [long pause] Second time around, we're lookin' for how many days does the magazine article give her to drive him away!! [long pause] Last cal!! [short pause] Exactly how many days does she have to lose the guy!! [long pause] The answer we need is Te!! [short pause] That's Te!! [informative] Matthew McConaughey actually improvised the entire scene where he tries to ride the tiny motorcycl!!",Ten_NUMBERS_FIRECRACKER,In the classic Kate Hudson movie exactly how many days does her character have to lose a guy?,Ten,0.8,0.8,0
Morning Firecracker,By the Numbers,"[inspiring] Next up on the trivia countdow!! [short pause] In the Hugh Jackman musical The Greatest Showman, exactly how many dreams does the hit song say it's gonna take to make the world we're gonna make!! [long pause] Second time around, we're lookin' for how many dreams is it gonna take!! [long pause] Final time I'm askin' i!! [short pause] How many dreams is it gonna take!! [long pause] You should be lookin' for A Millio!! [short pause] That's A Millio!! [amazed] The soundtrack for the movie was an absolute juggernaut, becoming the best-selling album of the year globall!!",A_Million_NUMBERS_FIRECRACKER,In the Hugh Jackman musical The Greatest Showman exactly how many dreams does the hit song say it's gonna take to make the world we're gonna make?,A Million,0.8,0.8,0
Morning Firecracker,By the Numbers,"[intense] Let's switch gears to a massive historical epi!! [short pause] What exact year serves as the title for the incredible one-shot war movie directed by Sam Mendes!! [long pause] Second time around, we're lookin' for what specific year is the title of the World War One film!! [long pause] Last cal!! [short pause] What year is the title of the Sam Mendes war epic!! [long pause] Check those cards for Nineteen Seventee!! [short pause] That's Nineteen Seventee!! [impressed] The entire movie was cleverly edited to look like it was filmed in one single, continuous tak!!",Nineteen_Seventeen_NUMBERS_FIRECRACKER,What exact year serves as the title for the incredible one-shot war movie directed by Sam Mendes?,Nineteen Seventeen,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[laughing] Here is a hilarious one for everybod!! [short pause] What incredibly awkward comedy gave us the unforgettable demand... [annoyed] Tina, you fat lard, come get some dinner!! [long pause] Second time around, we're lookin' for what movie featured the main character yelling at a pet llama!! [long pause] Final time on this on!! [short pause] What movie gave us the quote, [annoyed] Tina, you fat lard, come get some dinner!! [long pause] The answer we're lookin' for is Napoleon Dynamit!! [short pause] That's Napoleon Dynamit!! [excited] Jon Heder was only paid one thousand dollars for his legendary starring rol!!",Napoleon_Dynamite_COMEDY_FIRECRACKER,What incredibly awkward comedy gave us the unforgettable demand Tina you fat lard come get some dinner?,Napoleon Dynamite,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[energetic] Pay attention to this next on!! [short pause] What iconic Vegas comedy featured Zach Galifianakis proudly defending his bag by saying... [snobby] It's not a man purse. It's a satchel. Indiana Jones wears one!! [long pause] Second time around, we're lookin' for what movie featured the defense of the so-called man purse!! [long pause] Last cal!! [short pause] What movie gave us the quote, [snobby] It's a satchel. Indiana Jones wears one!! [long pause] Check your cards for The Hangove!! [short pause] That's The Hangove!! [surprised] Ed Helms actually is missing that front tooth in real life, so they didn't even have to use special effect!!",The_Hangover_COMEDY_FIRECRACKER,What iconic Vegas comedy featured Zach Galifianakis proudly defending his bag by saying It's not a man purse It's a satchel Indiana Jones wears one?,The Hangover,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[playful] Alright, strap in for this on!! [short pause] What hilarious movie gave us the incredibly enthusiastic bonding moment... [excited] Did we just become best friends? Yup!! [long pause] Second time around, we're lookin' for what Will Ferrell movie featured two grown men instantly bonding in their bedroom!! [long pause] Final time I'm askin' i!! [short pause] What movie gave us the quote, [excited] Did we just become best friends? Yup!! [long pause] The answer we need is Step Brother!! [short pause] That's Step Brother!! [chuckling] The movie poster was deliberately designed to look exactly like a cheesy nineteen-eighties mall portrai!!",Step_Brothers_COMEDY_FIRECRACKER,What hilarious movie gave us the incredibly enthusiastic bonding moment Did we just become best friends Yup?,Step Brothers,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[laughing] Keep those brains firing for this legendary quot!! [short pause] What high school comedy featured a terrible fake ID with a single name, leading to the line... [proudly] I am McLovin!! [long pause] Second time around, we're lookin' for what movie gave us the hilariously fake Hawaii driver's license!! [long pause] Last warning, folk!! [short pause] What movie gave us the quote, [proudly] I am McLovin!! [long pause] You should be lookin' for Superba!! [short pause] That's Superba!! [informative] Seth Rogen and Evan Goldberg started writing the script when they were just thirteen years ol!!",Superbad_COMEDY_FIRECRACKER,What high school comedy featured a terrible fake ID with a single name leading to the line I am McLovin?,Superbad,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[sassy] Let's see who knows their box office hit!! [short pause] What smash-hit comedy featured Kristen Wiig drunkenly slurring the line... [sadly] Help me, I'm poor!! [long pause] Second time around, we're lookin' for what movie gave us the hilarious meltdown in first class!! [long pause] Final time on this on!! [short pause] What movie gave us the quote, [sadly] Help me, I'm poor!! [long pause] The answer we're lookin' for is Bridesmaid!! [short pause] That's Bridesmaid!! [happy] Melissa McCarthy completely improvised the entire story about falling off the cruise shi!!",Bridesmaids_COMEDY_FIRECRACKER,What smash-hit comedy featured Kristen Wiig drunkenly slurring the line Help me I'm poor?,Bridesmaids,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[energetic] Jumping into the newer comedie!! [short pause] What massive two-thousand-and-eighteen rom-com featured Awkwafina shouting... [loudly] Bawk bawk, bitch!! [long pause] Second time around, we're lookin' for what movie gave us the hilarious scene hiding in the trunk of the car!! [long pause] Last cal!! [short pause] What movie gave us the quote, [loudly] Bawk bawk, bitch!! [long pause] Check those cards for Crazy Rich Asian!! [short pause] That's Crazy Rich Asian!! [amazed] It was the very first Hollywood studio film to feature a majority cast of Asian descent in twenty-five year!!",Crazy_Rich_Asians_COMEDY_FIRECRACKER,What massive two-thousand-and-eighteen rom-com featured Awkwafina shouting Bawk bawk bitch?,Crazy Rich Asians,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[happy] Turn the volume up for this action comed!! [short pause] What massive hit featured Ryan Reynolds repeating the aggressively positive catchphrase... [cheerfully] Don't have a good day, have a great day!! [long pause] Second time around, we're lookin' for what movie featured a video game character spreading aggressive positivity!! [long pause] Final time I'm askin' i!! [short pause] What movie gave us the quote, [cheerfully] Don't have a good day, have a great day!! [long pause] The answer we need is Free Gu!! [short pause] That's Free Gu!! [excited] The movie is packed with hidden cameos from famous real-life video game streamer!!",Free_Guy_COMEDY_FIRECRACKER,What massive hit featured Ryan Reynolds repeating the aggressively positive catchphrase Don't have a good day have a great day?,Free Guy,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[laughing] Let's see who knows their reboot!! [short pause] What blockbuster comedy featured Kevin Hart screaming... [panicked] I'm an overweight, middle-aged man!! [long pause] Second time around, we're lookin' for what movie featured a group of teenagers trapped inside a video game body!! [long pause] Last cal!! [short pause] What movie gave us the quote, [panicked] I'm an overweight, middle-aged man!! [long pause] You should be lookin' for Jumanji: Welcome to the Jungl!! [short pause] That's Jumanji: Welcome to the Jungl!! [chuckling] Jack Black's performance as a teenage girl was consistently praised as the funniest part of the fil!!",Jumanji_Welcome_To_The_Jungle_COMEDY_FIRECRACKER,What blockbuster comedy featured Kevin Hart screaming I'm an overweight middle-aged man?,Jumanji: Welcome to the Jungle,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[playful] Pay attention to this next on!! [short pause] What hilarious mystery comedy featured Jesse Plemons intensely asking... [serious] How can that be profitable for Frito Lay!! [long pause] Second time around, we're lookin' for what movie featured the deadpan police officer questioning corporate snack pricing!! [long pause] Final time on this on!! [short pause] What movie gave us the quote, [serious] How can that be profitable for Frito Lay!! [long pause] The answer we're lookin' for is Game Nigh!! [short pause] That's Game Nigh!! [surprised] Directors actually used special tilt-shift camera lenses to make the real-life neighborhoods look like tiny board game piece!!",Game_Night_COMEDY_FIRECRACKER,What hilarious mystery comedy featured Jesse Plemons intensely asking How can that be profitable for Frito Lay?,Game Night,0.8,0.8,0
Morning Firecracker,Comedy Gold,"[smug] Alright, let's close it out with a massive streaming hi!! [short pause] What hit sequel featured Daniel Craig warning... [serious] It is a dangerous thing to mistake speaking without thought for speaking the truth!! [long pause] Second time around, we're lookin' for what movie featured the southern detective solving a murder on a private island!! [long pause] Last cal!! [short pause] What movie gave us the quote, [serious] It is a dangerous thing to mistake speaking without thought for speaking the truth!! [long pause] Check your cards for Glass Onion: A Knives Out Myster!! [short pause] That's Glass Onion: A Knives Out Myster!! [informative] The beautiful glass structure in the movie wasn't real, it was completely added using digital effect!!",Glass_Onion_A_Knives_Out_Mystery_COMEDY_FIRECRACKER,What hit sequel featured Daniel Craig warning It is a dangerous thing to mistake speaking without thought for speaking the truth?,Glass Onion: A Knives Out Mystery,0.8,0.8,0
